text,prediction
Вълканов  на хората им писна да ви рабоят за жълт стотинки  а такива като вас да се возите в бентлита и мерцедеси ! Сещаш ли се къде е кл'чът от бараката ? ,True
Този борел инфлацията ? Като позволява на немските търговски вериги да продават в България на двойно по високи цени от тези в Германия на едни същи вериги ! Нека да обясни на хората : Какво налага цените в България да са по високи от тези в Германия ? Може би разходите за труд на персонала в магазините или разходите за ел.енергия и вода или пък данъците в България производството в България или транспорта...Кое е по скъпо в България ? Чакаме отговор от Билла Метро Лидл Кауфланд... ,True
Сори ама на тази снимка твърде много прилича на мистър Бийн и не мога да го взема насериозно. ,True
От много борба че най скъпата държава станахме с най малки заплати. Трепане само за вас измамници борили инфлацията нищо не сте направили. Целия частен сектор вече трябваше да е по затворите. И не само търгашите а и ПРОИЗВОДИТЕЛИТЕ ,True
давахте на търгашите данъчни облекчения с идеята да смъкнат цените сега им берете сеира ,True
Абе тези санкции срещу Русия ли бяха или срещу България? ха.ха.ха ,True
Французите са посочили пътя към демокрацията на Европа!Техните царе са мислели че народа може и без да яде и им паднаха зелкитетука се опитват да направят същотоно историята е като колело върти се повтаря и повтаря! ,True
с какво ги борите точно че нищо не се разбра с думи? Дела трябват а не думи и вече видяхме че 32г ви бива много но само на думи докато разграбваха България. Колко санкционирани има с глоба над 100000лв колко в затвора колко затворени магазина колко закона прекарахте за да защитите българина/народа? НИКОЛКО!!! ,True
До Анонимен В него влизат свободните и демократични държави. Свобода? Каква свобода като ни ПРИНУДИХА да си слагаме НЕПРОВЕРЕНИ МЕДИКАМЕНТИ уж ВАКСИНИ? Демокрация - хората протестират срещу даване на оръжие за Ъкрайна - Даже не ги пускат по медиите. Свобода на изразяване: Ако кажа нещо положително за кой да е конкурент на САЩ и особенно рф аз разпространявам демагогика и пропаганда. Руските телевизии са забранени на запад нали а западните не за забранени в РФ само носта ифо табела Чуждестранен ,True
То Киев 8 години не можа да победи Донецка и Луганска области сега ще побеждава Русия ... ,True
Ох тия урки пак побеждават.... Мани! Тия медийни победи нямат край.... Икономиката 40% назад.... Да им имам и победите... ,True
Мирът ще настъпикогато цялата еврогейска глутница начело с дементния ви господар бъдете смачкни като *** от руснаците!!! *** на укрофашистите и победа за братска РУСИЯ!!! ,True
Украинците и западняците искат невъзможни неща. Диктат върху голяма ядрена сила. Няма как... ,True
До 94 ...В Русия има терор и изгаряне на противниците на Кремълските сатрапи.Но никой не напада Русия за това ...Нали.Русия нападна Чечня и сложи прокремълско правителство.Но никой не нападна Русия ...Нали.Русия системно нарушава правата на човека.Но никой не напада Русия ...Нали. ,False
В Минските споразумения никъде не пише че трябва да има терор над руски граждани изгаряне на живи хора само защото говорили на руски език (Виж Одеса 2014г)на деца (Виж Алеята на ангелите в Донецк) Бомбандиране на жилищни квартали в Донбас Нацистки шествия и погроми над руснаци...А баба Меркел сама си призна за какво са били тези споразумения. Прочетете нещо за нейното признание. Целта е била да се даде време на нацистите в Киев да се въоръжът и после да смачкат Донбас и Крим. Русия ги изпревари ,True
До 84...Минските споразумения не включват навлизане на руски войски на територията и провеждане на референдуми под окупация Минските споразумения не споменават за исторически претенции  на Русия .Това което открито демонстрира руския сатрап.Ако Русия ги спазваше  нямаше сега да е там.Минските споразумения не включват ракетен обстрел на градовете и столицата Киев на Украйна.Защото би трябвало да включват например и ракетен обстрел от Украйна на Москва и Петербург.Може ли Украйна да обстрел ,False
Победа за братска Русия! ,True
г-н маскаранкоБългарския Народ е Против луксозното хрантутене на стотици хиляди укри в 5зв хотели изпращането на военна помощ  нафта и пари - Вашето е чудовищно Нахалство да искате още и да се явявате в медиите - Мразя ви ! ,True
И с какво ще ги изтласкаш руските войски Европа да спира помощите за Украйна НЕКА само Америка ви плаща ВИЖТЕ в какво икономическо положение сме Стига Спрете Войната Сега Мир Преговори ,True
Русия наруши мира...Има правни обосновки кой нарушава мира.Този  който не спазва добросъседските отношения .А те включват спазване териториалните граници и ненарушимостта и.Русия наруши тези правила.Точка по въпроса...РУСИЯ Е НАРУШИТЕЛ на Мира. ,False
Нещата отиват към - Имало едно време една държава Украйна..... ,True
Русия наруши мира.Има ли нещо не ясно.? ,False
Тоз още ли е тука?Като изпрати укропиците си да свалят президента викайки обезумели долу Радев.Пак ли мислеше за мир .Трябваше да те изритат и никакъв укропитек да не припари към България. ,True
Никакъв мир докато съществува дори един укрофашист и НАТОвски нацист ,True
Ако не падне хунтата в Киев ни чакат само беди а този дърт фашага трябва да се изгони веднага. ,True
До 2014 година Русия не прояви никаква агресивност към украинцитекоито пожелаха независимост.Никаква! За Русия бе важно да се съхрани базата историческикултурни и икономически добри връзки с Москва.Увиукраинците полудяха и решихаче Украинската земя е търговска стокаа не Светиня.Поне за себе си дс бяха запазили Земятано неразпродадоха я на чужденци. Трагедия!.Трагично е един народ да предаде сам себе сиунищожавайки бъдещето на собственните си деца.Земята е Майкакоято укрите оскверниха ! ,True
Мирът означава да подпишете договор и да спрете да им стреляте жилищните квартали с ракети.Вие сте *** *** и не можете да разберете че именно защото сте глупави ще ви ползват докато съществувате.Държавате ви има 370 градове с население над 10000 човека .Руснаците могат да унищожат всеки един от тях до няколко часа.Вярно с атомно оръжие но така или иначе милиони хора няма да ги има докато вие си играете на шовинизъм.Вие не можете да направите нищо освен да просите оръжия.Фащаш ли разликата ,True
Те заплашиха Радев бати натовците :))) Защо ние требва да им пращаме оръжия на украинците да използват некои други :))) ,True
Еми то в пропаднали телевизии в ефин пропаднал град софия идват самоПропадляци фашизирани или жендерзирани  свестни неидват ,True
Кучето си лаеа кервана си вървиииии.....Уркия ще бъде заличена!!! ,True
Руския народ е това срещу което са се борили тяхните родители и баби и дядовци.Не знам как не могат да разбератче Путин е нещо между Хитлер и Мусолини както модел на поведение.Държавата е с фашистко-нацистко управление. ,False
Русия в момента е типична фашистка държава. До атаката на Украина изглеждаше с подобни на фашистка държава елементи.Но вече все повече става държава с фашиски модел на управление.Има и нацизъмно той все още официално не се вижда. ,False
Има само едно решение на проблема първо да бъде неутрализирана Русия след това Китай след това всяка една голяма държава която е заплаха за света.Русия в момента е най-голямата заплаха.Китай все още не е нападала никойвъпреки че и се иска.Дано не нападнезащото ще стане много лошо за Китайцитено и за всички други.Там се произвеждат над 60 % от лекарствата и всичко друго.Света ще трябва да ангажира роботи за да се справи с производствената криза.Но за сметка на това ще намалеее безработицата ,False
Украинската мафия започна настъпление с метафизични обясбения.Сега ни убеждават че мирът щял да е победа за Украинано пропускат да индикиратче украинците вече не са в Украинаа по хотелите в Ееропа.Такова падение ! И докато укрите лентяйстуват у насшефовете им заставят хора с руско самосъзнание в Украина да воюват срещу Русия. Фашизъм в действие.Дамир ше имаукраинцино вас няма да ви има в Украиназащото никой не е по-голям от Земятана която живееа вие я подарихте на американските зомби. ,True
Кога ли ще разберете че като сте слуги на Путин даже и в този сайт вършите лошо на себе си. Събудете се поне малко .Путин е новия Хитлер.Той това прави с по-малките съседни държави от първия ден на власт.Ако не успее да махне про-демократскито управление на държавата веднага започва да създава конфликт и след това война.Украина е най-големия му проект до момента.Ако не бъде спрян там ше стигне до нас. Та тук повечето политици са агентура на Путин. ,False
Дори Байдън отиде да награби Зеленски че нещо не вървят на добре нещата за укрите как да ви поверваме :))) ,True
Този или е малoумен или е предозирал от на Зеленски материалаЗа едно само е прав - войната наистина е империалистическа но това е защото са маши на импералистическите фашаги отвъд океана ,True
Заради тази нагласа Украйна ще изчезне а Европа е обречена на бедност. ,True
Досега само губехте от рашките как точно ще ги победите сега чрез медиите ли ? :))) ,True
Ода..докато е Байден президент така ще говорятако дойде чичо Доналдто друга песен ще запееят или някой друг..вече в американсите политически кргове..се питат ДО КОГА ще даваме както и по-медиите  и ТВ започнаха ДА ЗАДАВАТ ВЪПРОСИ  до кога ще изпращаме оръжие и помощи ..като при нас не е розово положение вътре в страната както и показват по ТВ как мобилизарт насила хората в Украйна ..мита за героическите украинци създаден от медиите започва да се изпарява в САЩ. ,True
Опита бе приятелю вината за невинните жертви ще тежи на твоята съвест и на ЗЕЛЕНИЯ. Народа няма да ви го прости. ,True
Ще я видите през крив макарон въпреки напъните да ви се помага от съмишлениците с всичко възможно. ,True
За мен Украйна е ясна преди войната .13 разкъсани български знамена в Киев  повече нито искам да чувам за тези ! ,True
От мен да    знаете   Украйна  може да победи  Русия само  в метавселената на  Зукънбърк.Всичко   останало   дето    плямпате  са си  тежки случаи  от  историята  на  Карлуково. ,True
Губят мача и сега искат Б9 да влязат на ринга ,True
6 г. е само следването.  Още 5 г за първа специалност. После още 3 за втора. Кой учи толкова драги? ,True
Това не е медицина  а ламя за пари. Отишъл си 22 ч. в едина от малкото болници които предлеждат пациенти. След като е спешно отделение - прегледът трябва да е безплатен.Точка по въпроса. Какво е това дране на кожи ? На мед персонала им се плаща за тази дейност. ,True
Спешното винаги е било спешна нужда от пари за докторята. Има и свестни ама се броят на пръсти. И първо лекуват после плащаш. ,True
Точно така щом си доктор и не можеш да лекуваш - ще ти бъдат отнети правата. ,True
Със тази такса лекарства да си купят....Няма вече дране на кожи от ковида и сега намериха друг начинСамо медиците и депутатите не се наядоха.Да ви приседне. ,True
До един 84Добре че в АЕЦ няма спешно че да ти е лесно.Пожарникарите вземат в пъти по-малко от лекарите и ако се наложи да те спасяват го правят не ти искат такса за да влязат в огъня.А забравих те не са учили 6 г. само доФторите са важни и ценни щото са учили мнооого... ,True
До аз 57  Някой да ги е карал насила да учат медицина?Кой каквато професия си е избрал да си я работи никой не е длъжен да му търпи претенциите.Те и ядрените физици в АЕЦ не са ти длъжни примерно *** не мрънкат всеки ден колко са учили и че трябва да им даваш още и още. ,True
Свърши пландемията и търсят други начини за кражба. А касова бележка издават ли? ,True
Пизнато  много познато. Вече простосмъртния данъкоплатец трябва да има медицинско образование  за да прецени педварително  дали случаят е спешен  особенно ако е с 2 годишно детенце и температира 39 ..... ама защо не сте му дали хексалгин в 3ч сутринтта  нямам е как така нямате имате малко дете . Да знаете  изкарайте бързи курсове по спешна помощ  инък се гответе да цакате . Няма значение  че ви се отдържа от заплатата това е формалност ,True
То излиза че  като съм водопроводчик на лекаря трябва да вземам двойно или като му влезна във къщата да му направя някакъв номер  ама номер ! Щото рано или късно все ще има среща със алчен доктор ! А то няма вече  други алчни със претенции и колко грешки правят всеки ден има някоя тяхна  изцепка по телевизията ! ,True
Такива лекари не ни трябват и нямам никакво желание да ги задържам в България. Папл.ач. ,True
Трябва да се въведе такса вход за достъп да безплатните услуги.  И такса изход . Щото който влезе не значи че ще излезе . Болен се дере на легло . ,True
Отиваш във частна болница която работи със здравна каса  за някаква примерно операция отиваш във тази болница защото довереният ти лекар ти я препоръчва или и там има кабинет ТИ никой не познаваш но те ти пишат избор на екип и пак ти вземат около едно кайме заедно със анистезиолог и него го плащаш !         оплашения човек се доверява той няма избор -- живота му е във ръцете на хитрия търговец ! ,True
На 64. НЕ СЪМ СТЪПВАЛ ПРИ ДЖИПИ. ЛЕКУВАМ СЕ САМ. И ТО - ДОБРЕ. НЕ ПОЛЗВАМ ХИМИЧЕСКИ ЛЕКАРСТВА. МОЯТА ЗДРАВНА ОСИГУРОВКА ДОРИ И СЕГА ЗАЩОТО РАБОТЯ НЕ ЗНАМ КЪДЕ ОТИВА. НИКОЙ НЕ СЛЕДИ  РАЗХОДЕНИТЕ ОТ ДЪРЖАВАТА НАШИ ПАРИ.  Никой НЕ ДАВА ОТЧЕТ И ЗА РАЗХОДА НА ВСИЧКИТЕ НИ ДАНЪЦИ. ,True
БОЛНИЦИ-ПОСТРОЕНИ И ОБОРУДВАНИ С НАРОДНИ ПАРИ.ДОКТОРИ ИЗУЧЧЕНИ С НАРОДНА ПАРАЗАПЛАТИТЕ ИМ СЪЩОИ Т. Н. ПЛАЩАМЕ ОСИГУРОВКИ.И КАТО ТИ СЕ НАЛОЖИ ДА ОТИДЕШ ПРИ ЛЕКАРТОЙ ТЕ ТРЕТИРА КАТО ЧЕ ЛИ Е ЧАСТНИК........БЕЗОБРАЗИЕЕЕЕ ,True
СЪЖАЛЯВАМ НО С НАШИТЕ ДАНЪЦИ СЕ ОБУЧАВАТ И ПОСЛЕ МИ ГОВОРЯТ ЗА ПАЗАРНИ ЦЕНИ!ПРЕДЛАГАМ ДА СИ ПЛАЩАТ ПЪЛНАТА ТАКСА НА ОБУЧЕНИЕ И ДА ЗАМИНАВАТ КЪДЕТО ИСКАТ!ДА РАБОТЯТ С КАКВИТО ИСКАТ ЦЕНИ!ТЕЗИ ИЗУЧЕНИ С МОЙТЕ ДАНЪЦИ ДА РАБОТЯТ 10 ГОДИНИ ЗА БЪЛГАРИЯ В ОБЩИНСКИ И ДЪРЖАВНИ БОЛНИЦИ И ДА БЪДАТ С ПРЕДИМСТВО И БЕДПЛАТНА СПЕЦИАЛИЗАЦИЯ В ЦЯЛ СВЯТ ,True
Че е физически невъзможно един лекар да прегледа 30-десет човека  АЗ питам това мой проблем ли е че е един лекар  --то може и лекар да няма  мене оправдания не ме и нтересуват аз съм си платил здравна вноска ! Искам бърза СПЕШНА помощ не обяснения обяснения не искам и разни философии ! Честно казано цялото семейство се лекуваме кой как може сами  при джипита се ходи само за болнични но един път ще ти се наложи нещо спешно и тези  хем ще те ощавят хем те карат да се чувстваш като просяк ! ,True
Доста глуповат коментар. Нормалните хора имаме частно осигуряване и не плащаме и стотинка за зъболекар. За сметка на застрахователя е. А пломба за 20лв. има в Индия на улицата. Какво и как плащате плебеите изобщо не ме интересува. ,False
Срама нямат.как няма да ги бият и за друго заслужават.къде е държавата докторите си правят квот си искат никой не им търси отговорност.Отврат. ,True
До Доктора Кат' си платиш образованието в пълен размер тогава ще си отваряш устата и ще даваш акъли за пазарни принципи и свободен пазар. Ясно ли е?! ,True
Лекарите и особенно зъболекарите са най-големите съвремени душмани на българския народ. ,True
До Доктора - г-н.Зъболекар кой ви даде диплома на вас? От изписаното до момента виждам че очевидно имате направена лоботомия или подобно. Как може да сравнявате айфончето със здравето на хората? Хора със самочуствие като Вас(но без никакво покритие) са по-опасни от всички останали! ,True
Бялата мафия работи точно по тоя начин. А когато уморят пациент няма наказани. Това не са медици бе това са кожодери в буквалния смисъл. ,True
Явно така го изискват шефовете на ИСУЛ а не конкретния лекар. НО голямо изнудване пада на обикновените пациенти. Значи за хора с направление имат часове за след месец и половина като изтече срока на направлението а пък ако платиш 80-100 лв може веднага! Трябва да скъсват от проверки такива кожодери защото това е индиректно принуждаване да ходиш само на платени прегледи. ,True
До АнонименАлоу  като има по 20 - 30 човека що има само един дежурен лекар бря???Ами айде сети се що!Щото НЯМА лекари приятелю.Ето ти добра възможност за реализация - отиваш в МУ учиш 6-8 години и отиваш да преглеждаш в спешния кабинет!Айде чакат те! ,True
Само в днес.бг водеща новина е времето през март но не и това за лекарите. Браво бе хубави приоритети имате похвално! ,True
Още преди въвеждането на здравната каса беше ясно че няма да работи но това което се случи по време на ковида и след това е пълен отказ на измислената държава тикволандия от каквито и да е конституционни задължения. ,True
Алоу  като има по 20 - 30 човека що има само един дежурен лекар бря??? Ако не мойш да смяташ запиши са първи клас !!! ,True
В спешното в Бургас даже първо искат парите и влизаш с платежното при доктора. Не знам как дежурната сестра- администратор преценя кой е спешен само според лична карта ,True
Хубаво да взимат пари за неспешните че и за спешните ако искат ама да сложат малко повече дежурни лекари като виждат че един е недостатъчен и има такива опашки! За по 60 лв такса все ще имат да им платят заплатите! ,True
Ами така е! Вие какво исктае? Без парички ли? ,False
Държавата на крадците и наглеците съвсем скоро тук ще останат само братята ама те ще ви оправят със сопите по главата ако още наглеете. ,True
Да пази Господ да не се разболееш че в Бг нямаш ли пари край с теб ,True
Безплатен трябва да бъде прегледът само за децата. Иначе да лекарят преценява спешно ли е състоянието. Ако не е много ясно ясно че трябва да се плати. Иначе всички без осигуровки се юрват на спешен кабинет. Какво нечестно има? ,True
Като знаете че един лекар не може да прегледа всички защо не дежурят двама ? ,True
Пак  някое  мед. лице или служител ще  го  набият.Въпрос  на  време. ,True
Това е престъпление... ,True
74 пациента по 60 лв... ехеееееее ,True
Този уред на снимката командния пулт поддръжката... май струва милиони. Друг е въпросът ако само ти види гърлото и ти вземе 60 лева. Но като цяло да ти каже кое е да и кое е не  си е доста субективно. Ако му дойдат познати няма да иска нищо. У нас всичко е с особености и традиции. Особености на българското здраве_опазване. ,True
То няма държава вепе а само един скапан град София в който се крадат милиарди иГлупавия българин пак ще гласува за едни и същиМошенници ,True
Ами някои се опитват да минат метър. Браво. Не всичко е спешно и наистина спешните страдат. Няма безплатен обяд! ,True
Питам се къде са нашите братя с по 20 слънчеви  бани по рождение да му обяснят на лекаря как функционира спешното с такса синини по главата или счупени ръце или други телесни неудобства? ,True
С тая оправия у нас и хаосът в здравеопазването сме само за военно положение...За 3 дни и ще сме приключили като държава. ,True
И след това питат защо ги бият нали? ,True
По - ниски леле мале. С левче по - евтино пакетчето за 400 гр. и много евтино било. Просто не купувайте месец два и тогава ще разберат какво са загуби. ,True
Чудя се как не са фалирали то синьото сирене е два пъти по-евтино от кашкавала им който си е палма дори за 50 лева който е ако не са фалирали то е въпрос на време същото важи и за веригите които държавата ще ги глоби милиони да се научат малко на бизнес. ,True
Щом е бил член на ИТН ясен ми е. Там само службогонци и измамници. Навсякъде по партиите е така. Хвани единия удари другия. ,True
Защо задължавате държавна фирма да купува много по скъпо българско мляко отколкото внос на половин цена ? И от коя компания българска трябва да купува скъпотията ? Дали не е на ваш човек пак ?  Нали това оскъпява в пъти продукцията. ,True
Невероятно ниски цени - 21 лв/кг...Нали не се опитвате да направите някакво внушение щото едва ли сме толкова слабооумни за колкото ни мислите... ,True
само във френската част на канада са над 100 000 българи  тук поне са ги учили децата на български  но в други семейства вообще не така  не знаят български  претопени са вече ,True
много  българи от канада взеха да се връщат  то не киро то не оня петър  видеха че един инфантил от Канада стана и министър предестател и сега уруш ,True
а на бас че няма да издържи много време в България и пак ще си хване пътя за Канадасъщият случай с наша позната три виши по икономика и банкиперфектно владеене на френски английскиарабскикитайски и рускииздържа осем месецазапочна работа в една голяма банка с добра заплата и като започнаха да и блъскат незаконни документи и далавери да подписва и си каза до тук и се върна пак в Канада ,True
Е какви са тия м у р д ж о в ц и? ,True
Таз вече е мюсюлманка не ние нужна ,True
Ми що мъжа не язаведе в Алжир? ,True
Малко ми прилича на Кокорчо с тоя аутфит - сакенце и ризка с разкопчана яка. Кофти е да подражаваш на такива компрометирани личности. ,True
Горката женица. Че и алжирец като допълнение.А родителите къде са ? ,True
Ами видяхме какво е. Кирил Петков. ,True
Връщат се щото са спестили пари или ще работят хоумофис за външни фирмидругото е пропаганда....Що никой нищо не казва за постоянновсекидневно напускащите Българияа новина ече 2-3 души са се прибрали с пари да живеят на евтиното?! Ае нема нужда. ,True
хубаво  е учила и работи ама Риан какво ше прави тука не е ясно? ,True
...ама имам неколцина познати върнали се от Канада в България. Там имаха или проблеми със закона или не можеха да се впишат... ----------------------------------------------------------- Щом мислиш че в Канада е толкова лесно и спокойно може още утре да тръгнеш - вече даже не са необходими и визи а ти нали не си престъпник? Ама май лесно е да лаладжийстваме по форумите. ,True
Идеята тука е хората да си кажат.. Значи Бг не е зле щом хората я предпочитат пред Канада... ,True
Завърших две магистратури в България. Работя тук. Пращам данъци тук. Никога не съм емигрирал. Града семейството си тук. Обаче идват такива като тази девойка ипте са по-важни! ,True
Еми то онова педо Трюдо я съсипа Канада... ,True
Ами те арабите по принцип са симпатични.  Само дето лиши миришат. ,True
Тая българка повече на ромка мяза. ,True
Чии ми е за някаква Ирина избягала от България оставила родината да се съвокуплява с некви мазняци и че даже пък се била върнала.Ай бегайте бе. ,True
Това е. Избягал е и не е останал за да промени родината си а сега акъл ще дава ,True
ама имам неколцина познати върнали се от Канада в България. Там имаха или проблеми със закона или не можеха да се впишат. ,True
истории за скучаещи ,True
Ето защо нашата БЪЛГАРСКА семка няма да изчезне !...Многотпадък има сред насно има и бисери като въпросната млада дамакоито КОМПЕНСИРАТ НАТРАПЕНАТА нипростотия !..България форевър ! ,False
А зестрата камили къде са? ,True
завърнала да започне да си произнася името както е прието тук а именно - Георгиева! ,True
Ако бе завършила медицина инженерство ай - ти и прочие можеше да преуспее и в Канада. Алжирецът ако има пари ще успеят и в България. ,True
Трябваше мароканец да си вземе техните са по-големи. ,True
И Кирчето така. ,True
Преди 20 години Канада бе наистина много добра държава. След това започна масовата законна емиграция както са писали по-долу и нещата тръгнаха надолу и едва ли ще се върне старото положение. В провинцията Онтарио масо навлизат индусите и променят изцяло едническия състав. В Монреал училищата са пълни повече с чернокожи деца мароканци и алжирци отколкото с бели. Корупцията на държавно ниво е огромна - Канада плати за 88 самолета Ф-35 подобно на България а Трюдо е нещо като канадския Кирчо. ,True
За съжаление брак между две религии няма как да приключи добре. Дано този случай да е изключение! ,True
А развода кога е? А забравих в арабските страни мъжа решава. Може и бой с камъни. Лейка! ,True
Завръщат се неуспелите. ,True
Сигурно са им спрели социала там затва са тук. ,True
Образования дипломи езици... и накрая да си вземеш арабин! Това не са ти западните ценности моме! Ще ревеш с глас! Ами язъкк всеки сам е ковач на собствената съдба. ,True
и накрая каква радост 1000 души и 7 рокли   за това е учила   това е научила откнигите които е прочела ,True
Нещо не се избиват работодатели цял свят за българи с високо образование както парадират програмистите. Това че тука взимат по 5 - 6 бона и се мислят за големите преуспели е временно. Рано или късно падаш от пиадестала. Не всички програмисти де само тези които не пропускат да се ***** в лицето на другия и да го унижат въобразявайки си че животът им вечно ще е поднесен на тепсия. Точно тези л***та са причината много от хората да имат негативно мнение за програмистите. ,True
Ебраво хванала си мусли. Няма смисъл да се връща тук обратно към канадаи ли алжир. Толкова ли няма българчета за тая тролка. Закривай! ,True
ако няма да ни оправя да се връща обратно ,True
А Кирчо калка рокли купи на Кокорко ,True
В Торонто е ужасна скъпотия.По 2500-3000 на месец за едностаен .Канада приема по 500 хиляди имигранти всяка година и цените експлодираха.Това което се случва е че в Канада става фрашканосупер скъпо и студено.И България представа много повече възможности за бизнес и кариера и да ди купиш дом и да създадеш семейство. ,True
веднага да те направят министър председател като Кирчу простото. ,True
Освен това този мошеник е и кредитен милионер. Един от тези които обраха спестяванията на хората. Така свикнал да граби чуждото и да ползва безплатно. Горкият и наема не си плаща.Смята че на него всичко му се полага безплатно. ,True
Проблемът е заради Фандъкова и преди това Софиянски които като кметове на София не са защитили обществения интерес и са продали тези общински имоти. В една нормална държава за тях щеше да има прокуратура съд и затвор. ,True
Не разбрах да е нарушен законът на какво основание му саботират строежа? Егати комунизма в тая държава. ,False
Колко трябва да си долен за да пречиш на човек да се разпорежда със собствения си имот? ,False
Който продава общинска земя на безценица е сложил нещо в джоба. Да се разследват даващите и да им се търси отговорност. ,True
Пак Блъсков - шугав медиен бандит оцеляващ при всяка кекава власт облизващ медийно ГЕРБ ползвател на общинска нападжийска и всякаква инстиционална корупция строител на сгради и непрекъснато лъжещ за цените на имотите ,True
