brand,model,year,price,fuelType,gearType,totalKm,HorsePowers,color,id
Honda, CR-V,2016,36600, Бензин, Автоматични скорости,100600,188,Тъмно сив,62fb44bcba199d2f2e062112
VW, Golf,2014,16800, Дизел, Ръчни скорости,196500,110,Син металик,6154d1e6555a0d274d3697a2
VW, Passat,2006,7750, Бензин, Ръчни скорости,282000,150,Тъмно сив,61757239e97c6d12c472a083
BMW, X5,2003,7750, Дизел, Автоматични скорости,200000,186,Сребърен,627ca5ec93209924de02c862
Ford, B-Max,2013,14299, Дизел, Ръчни скорости,141000,95,Бял,62c8032143aaa081d4048913
Audi, TT,2005,5850, Бензин, Ръчни скорости,111111,150,Черен,6285e93c9cceb1eded0e55b2
Citroen, C3,2005,6150, Газ/Бензин, Ръчни скорости,195000,60,Тъмно син,60f17ca874f7296c583b60e2
Audi, A3,2005,7990, Дизел, Ръчни скорости,244000,105,Сив,62ecd61b14b69a787202f922
BMW, 325,2007,13377, Бензин, Ръчни скорости,195691,218,Сребърен металик,62fb447d3172ce083c0b9b94
Renault, Kangoo,2000,5150, Газ/Бензин, Ръчни скорости,220000,75,Светло сив металик,6092bbf8e2fbfc5000751075
Porsche, Cayenne,2012,43900, Дизел, Автоматични скорости,167000,245,Черен,62f61617adf1e61a660bba07
Mercedes-Benz, E,2009,10500, Дизел, Автоматични скорости,363000,224,Сив металик,62ed205309a811e8f101eee2
VW, Touran,2006,7350, Дизел, Ръчни скорости,171000,105,Светло сив металик,62fb44077944f032db051162
Mercedes-Benz, C,2000,2999, Дизел, Ръчни скорости,266800,122,Сив,62bd2f69005135ff01059233
Mercedes-Benz, E,2004,9999, Дизел, Автоматични скорости,299500,177,Черен,628a779730aed50cab0943b2
Chevrolet, Nubira,2008,3800, Бензин, Ръчни скорости,198584,121,Син металик,62853431e2e26241440c17a4
Mercedes-Benz, C,2000,2300, Дизел, Автоматични скорости,320500,125,Сив металик,62d453bc839bad614e037412
Audi, A3,2005,5800, Дизел, Ръчни скорости,212456,105,Светло сив,62f615f34c07a797a40532e3
Renault, Megane,2017,18800, Дизел, Ръчни скорости,98000,110,Черен,62f896c087368b482c0ba242
Skoda, Fabia,2006,3200, Дизел, Ръчни скорости,279000,75,Бял,62bc343ac0632c768f0ca8c2
Ford, Focus,2009,6200, Дизел, Ръчни скорости,125000,110,Тъмно сив металик,61adc9569ff8813fc47ce5c4
Kia, Ceed,2014,13600, Дизел, Ръчни скорости,143000,128,Бял,62d190f8b7e1e65945023d23
Lada, Niva,2008,6900, Газ/Бензин, Ръчни скорости,168050,81,Тъмно зелен,62b58314808db107cc01d303
Honda, HR-V,2002,6300, Бензин, Ръчни скорости,176000,105,Зелен металик,62e3cc872274f9c5350f9c82
Opel, Corsa,2004,2700, Дизел, Ръчни скорости,153002,70,Тъмно сив,62c28c600b23d25eca0b72c3
Honda, Jazz,2006,5400, Бензин, Ръчни скорости,173000,78,Син металик,62bbed3e58d778cfe405a262
VW, Polo,2010,9700, Дизел, Ръчни скорости,198000,75,Сив металик,62d929c23dab471a1508c382
Nissan, Qashqai,2010,14400, Дизел, Ръчни скорости,190000,110,Кафяв металик,62d16e990575151074030612
Opel, Corsa,2009,5000, Газ/Бензин, Ръчни скорости,190000,80,Жълт,62ea065bead3ed6977012392
Skoda, Octavia,2001,5900, Газ/Бензин, Ръчни скорости,200000,180,Сив металик,62dfcce3c066c740b40967f2
Ford, Fiesta,2007,4800, Бензин, Ръчни скорости,120000,75,Сив металик,62d96e8e8002e068fe041e52
Nissan, Micra,2015,13800, Бензин, Ръчни скорости,97000,80,Сив металик,62220bee349e9d72bf501f62
Audi, A8,2009,16900, Дизел, Автоматични скорости,221300,326,Черен металик,626bf782bd0f1b76230968d2
Ford, Fiesta,2008,7700, Дизел, Ръчни скорости,150000,90,Черен металик,62f6275f5d9a2d6a920850c2
Chevrolet, Captiva,2012,16500, Дизел, Ръчни скорости,210000,184,Бял металик,62fb426ec8b83e9ed20905a2
VW, Polo,2004,2700, Дизел, Ръчни скорости,210183,75,Син металик,629bd190c5a5a69275090af3
Mitsubishi, Outlander,2006,10000, Бензин, Ръчни скорости,230000,136,Син металик,61a227a3befa8163b53cb0d3
Nissan, Micra,2007,4100, Бензин, Ръчни скорости,170000,65,Сив металик,62f299a01d3d13a13a03c362
Honda, CR-V,2009,16799, Бензин, Ръчни скорости,232000,150,Син,62407eccfc1cf93f8d69b9a3
Opel, Agila,2009,5500, Бензин, Ръчни скорости,99000,68,Светло син металик,62aed209839287290206a702
Jeep, Grand,2009,13490, Дизел, Автоматични скорости,250000,218,Сив,62d65cccd1b775c5850ab313
Toyota, Corolla,2005,6400, Бензин, Ръчни скорости,246000,95,Тъмно сив металик,62efbce86b93d035bc09d9a2
Mercedes-Benz, ML,2008,13199, Дизел, Автоматични скорости,189000,224,Сив,60783dd39ed58d7aa045c442
Mazda, 6,2008,7900, Дизел, Ръчни скорости,246000,140,Тъмно сив металик,62fa52fdade75970f206b674
BMW, 316,2013,19200, Дизел, Ръчни скорости,216000,116,Черен,62cdef2e50226603350cd933
Skoda, Octavia,2008,6850, Дизел, Автоматични скорости,191000,140,Сив,623b906ca10ed567b761bef2
Peugeot, 1007,2007,2999, Бензин, Ръчни скорости,179000,75,Син,62f3acf8cb48e4674a03f432
VW, Passat,2007,5800, Бензин, Ръчни скорости,225000,115,Черен,626cebe825963864f8069ea3
Opel, Vectra,2005,2700, Бензин, Ръчни скорости,111111,136,Сив,62f26d3f26ff5ca6100c2f12
Mercedes-Benz, C,2009,9999, Дизел, Ръчни скорости,293000,136,Черен,61f3c3e14bbe7629c1409743
Mercedes-Benz, ML,2002,6499, Дизел, Автоматични скорости,330000,163,Сив металик,62fb66f5c18fda538108a0a3
Honda, CR-V,2011,17900, Дизел, Ръчни скорости,181793,150,Тъмно сив металик,62fb6694beb88aae120d2584
Toyota, Corolla,2008,7999, Дизел, Ръчни скорости,225000,177,Черен,62de29d087912a7ece006072
Chevrolet, Captiva,2008,6660, Дизел, Автоматични скорости,270000,150,Черен,62eba29565675c74e8060164
Dacia, Logan,2009,3886, Метан/Бензин, Ръчни скорости,277777,90,Жълт,62eb8fb0ad3cb0046103d5d2
VW, Golf,2006,5888, Дизел, Ръчни скорости,234000,140,Сив металик,62664ba1486294dd7709f913
BMW, 118,2005,8199, Дизел, Ръчни скорости,220049,122,Син,62cfe154f90787017e0599e3
VW, Touran,2008,10000, Дизел, Автоматични скорости,237000,105,Черен металик,629db8253e7472750c0e5203
Citroen, Xsara,2008,4000, Дизел, Ръчни скорости,350000,90,Жълт,626f843df4358b4ac704a952
Opel, Ampera,2012,27990,, Автоматични скорости,148000,150,Бял металик,62fb658521878b3fbd0681a2
Peugeot, 307,2002,2450, Дизел, Ръчни скорости,288550,90,Сив металик,62fb658d1838d2c744067bb2
Mazda, Premacy,2004,2000, Дизел, Ръчни скорости,250000,101,Тъмно син,62fb652d3a98c06cc2046912
BMW, 316,2001,3200, Газ/Бензин, Ръчни скорости,20000,115,Сив,62fb649f36f2710b3d068285
Seat, Leon,2005,6700, Дизел, Ръчни скорости,190000,150,Сив,62fb6472cd52dadd870f2ff3
Citroen, C3,2005,2300, Дизел, Ръчни скорости,268000,70,Черен,62f96854d4108879420716c4
Audi, A8,2012,35000, Дизел, Автоматични скорости,219000,350,Черен,62abb9a983444c35d8019ee3
Mercedes-Benz, ML,2002,5900, Дизел, Автоматични скорости,444000,163,Черен металик,626cd9a17e8d9d02cb010da7
Jeep, Grand,2006,35000, Бензин, Автоматични скорости,157000,420,Черен,62db0f5839ba1e2f49010f82
Ssangyong, Kyron,2007,5900, Дизел, Автоматични скорости,211000,136,Сив,62f4dffe116e4413e10814a4
Peugeot, 308,2015,15300, Дизел, Ръчни скорости,178000,100,Сив,629b83da2e09157e5c0df3a3
BMW, 530,2004,9999, Дизел, Автоматични скорости,310000,218,Черен металик,62b205efe1a8d613640b4e53
BMW, 320,1995,1900, Бензин, Ръчни скорости,246000,150,Сив,62e1aba1deb24996b8010642
Peugeot, 206,2003,1900, Бензин, Ръчни скорости,187000,90,Светло син,62bdda58009114b4b60b6c32
BMW, 435,2015,39000, Дизел, Автоматични скорости,158000,313,Черен металик,623f1f65f4441916c048f3d4
Dacia, Logan,2010,7400, Дизел, Ръчни скорости,220000,63,Сив,62f60f4aaf1dda80740c3962
Seat, Ibiza,2008,3500, Бензин, Ръчни скорости,142000,63,Сив,62f610b716c5d91179059949
Peugeot, 308,2009,6900, Бензин, Ръчни скорости,11800,120,Син,62e93df278429e725b0ae313
BMW, 318,1999,2699, Газ/Бензин, Ръчни скорости,334000,118,Тъмно син,6263d1c8e9930c3811000184
Seat, Alhambra,2001,3799, Дизел, Ръчни скорости,287000,116,Сив,62f90a6ee76091713c0fb502
Opel, Astra,1997,1790, Дизел, Ръчни скорости,216700,75,Зелен металик,62d14065399a1576ad0e8095
Peugeot, 208,2015,15300, Дизел, Автоматични скорости,139000,68,Тъмно сив металик,62f658fce54c7343a20f9576
Skoda, Octavia,2011,11500, Бензин, Автоматични скорости,180000,105,Бял,5fcf640218ceec30267f6f42
Renault, Megane,2010,9990, Дизел, Ръчни скорости,187000,131,Тъмно сив металик,62f5101964904fb32c046a32
BMW, X5,2007,19500, Дизел, Автоматични скорости,201000,211,Сив металик,62fb633ae8a8828eb4009703
Opel, Zafira,2013,15700, Дизел, Ръчни скорости,182000,130,Жълт,62fb63fbd25d8e9c680587a3
Nissan, Qashqai,2011,14700, Дизел, Ръчни скорости,180000,150,Хамелеон,62dd2e35094f0acdee08e412
BMW, 320,2004,3800, Дизел, Ръчни скорости,272000,150,Сив,62fb633647bdf0f46b0b2a04
VW, Jetta,1990,1000, Газ/Бензин, Ръчни скорости,280000,75,Червен,62fb631645ab2b0c9109b506
BMW, 316,2004,2650, Бензин, Ръчни скорости,185000,116,Сив,62fb62be35c00869e1069082
Toyota, Auris,2008,8700, Дизел, Ръчни скорости,139500,90,Бронзов,62d68e042331272ffa0a69b4
VW, Passat,2001,3850, Дизел, Ръчни скорости,186000,131,Тъмно син,62ea8bef0e685a259a058bf2
Peugeot, 208,2013,9800, Дизел, Ръчни скорости,130000,68,Бял,62d68c6fe6970aa15d0edd35
Opel, Zafira,2007,5900, Дизел, Автоматични скорости,200000,120,Светло син металик,62fa67e6a316bd107b0d0f32
Fiat, Punto,2007,3500, Дизел, Ръчни скорости,276500,75,Тъмно сив металик,62d7ed45a7dec8687208a6b3
VW, Passat,2005,3700, Дизел, Автоматични скорости,265234,101,Сив,62da97c64e06f05f43017e12
VW, Golf,2006,3999, Бензин, Ръчни скорости,194000,75,Червен,61acbf5d836851499b38d533
VW, Touran,2004,3999, Бензин, Ръчни скорости,194000,102,Червен,6255a85d10e48483330023b2
BMW, 525,2005,7600, Дизел, Автоматични скорости,230000,177,Сив,62e1286a44a134c0c3054634
VW, Bora,2004,2500, Дизел, Автоматични скорости,215000,101,Сив металик,626827beaa207e4c440b7ee3
Renault, Laguna,2005,1999, Дизел, Ръчни скорости,450000,120,Тъмно сив металик,627e9f42a2779ee16a066c23
Chevrolet, Captiva,2007,8450, Дизел, Автоматични скорости,182000,150,Черен,61648e3493fac92a3f631123
BMW, 330,2008,12222, Дизел, Ръчни скорости,302000,231,Сив,61d965e9beadda7dbe4e9903
Mazda, 5,2008,7600, Бензин, Ръчни скорости,123000,116,Тъмно син,61f536060ebc79147e1d9b42
VW, Golf,2015,33900, Дизел, Ръчни скорости,103000,150,Сив металик,62b15c28ea1aa49ca6072da2
Chevrolet, Lacetti,2008,3600, Дизел, Ръчни скорости,129600,121,Черен,62adc144c606768c86079c54
BMW, 325,2012,16900, Бензин, Автоматични скорости,173805,218,Светло сив,61896402ca063a281f393af4
Peugeot, 207,2007,4000, Бензин, Ръчни скорости,200000,120,Тъмно сив металик,62fb616892bbd0906a0a8ee3
BMW, 118,2007,6900, Дизел, Ръчни скорости,191463,122,Черен металик,62fb6110d00e58a66009a897
BMW, 320,2003,3999, Дизел, Автоматични скорости,228121,150,Черен металик,62fa84f5a86c705134028c54
Subaru, Forester,2004,6200, Газ/Бензин, Ръчни скорости,182000,125,Тъмно зелен металик,626bfaace75cee094a09b662
BMW, 318,1996,1850, Бензин, Ръчни скорости,230000,120,Сив,60a81756f5c86f213e2f3252
Ford, S-Max,2008,6999, Дизел, Ръчни скорости,182000,140,Тъмно сив,624ec0aa9471ec7936006663
Toyota, Yaris,2015,17990, Дизел, Ръчни скорости,105000,90,Бял,62ee64932f83106f9008c932
Seat, Ibiza,2017,17950, Бензин, Ръчни скорости,96000,92,Тъмно сив,62f0ce4bf8db9bc368068cf3
Peugeot, 508,2015,18900, Дизел, Автоматични скорости,184000,181,Бял,62f0cceb85d1dbd8780d5e92
Opel, Astra,2011,9999, Дизел, Ръчни скорости,178000,125,Черен,62d719e892e3f10fe306eb92
Renault, Megane,2009,7500, Газ/Бензин, Ръчни скорости,193500,110,Тъмно сив,62fb60ab7db51ce84404ef32
Mercedes-Benz, S,2007,11800, Дизел, Автоматични скорости,300000,235,Черен,62fb606159ce7bc91a0b7bf2
Kia, Optima,2019,29000, Газ/Бензин, Автоматични скорости,56776,155,Черен,608a7f93e908845df3678d45
Hyundai, Sonata,2020,33501, Газ/Бензин, Автоматични скорости,50994,155,Сребърен,61f50a437cd9f27949693783
Kia, K,2020,39001, Газ/Бензин, Автоматични скорости,60000,155,Тъмно сив,61a243696ff60d71044dcf75
Citroen, C3,2010,6400, Газ/Бензин, Ръчни скорости,159000,95,Бял,62bb59bee183157cfb0b4c72
Kia, K,2019,28999, Газ/Бензин, Автоматични скорости,72323,155,Бял,61a2501aa02687571a760d42
Hyundai, Sonata,2019,32500, Газ/Бензин, Автоматични скорости,67257,155,Бял,622b1bc49884c140fc2c6e72
Citroen, C3,2010,6800, Дизел, Ръчни скорости,158500,109,Светло сив,6249a4daf21514b513044ad2
Kia, Optima,2018,42000, Газ/Бензин, Автоматични скорости,54670,235,Тъмно сив металик,5e73654f251258730b7ba814
Fiat, Palio,2002,1300, Бензин, Ръчни скорости,168,1200,Тъмно син,62fb603aac503d0c040c7182
Mercedes-Benz, A,2009,6500, Бензин, Ръчни скорости,173000,93,Черен,62bb4ee9266047b1f6021662
Peugeot, 307,2004,3250, Газ/Бензин, Ръчни скорости,194000,136,Светло сив,62a9fcbd09decca34b0139c5
Hyundai, i30,2010,8999, Дизел, Ръчни скорости,160000,90,Червен металик,62d711d6d4c19dba040f50a3
Mazda, 5,2007,7500, Дизел, Ръчни скорости,196000,140,Черен металик,62b6bc13f57f02360f0b6102
Seat, Leon,2004,1750, Дизел, Ръчни скорости,280000,110,Жълт,62b93d4b1a99d0c19206f523
VW, Touran,2005,4000, Дизел, Ръчни скорости,230000,136,Охра металик,6231eb6cb0f90a21c9765306
Seat, Leon,2002,2000, Дизел, Ръчни скорости,220000,90,Сив металик,623cd55fbe465a154f0b6524
VW, Bora,1999,2300, Бензин, Ръчни скорости,230000,100,Бордо металик,62aec0523f651605920c15a2
Opel, Astra,1999,2550, Бензин, Ръчни скорости,112000,75,Син металик,62b22e6a0367be91e60bc9a4
Skoda, Octavia,2002,2900, Дизел, Ръчни скорости,300000,90,Перла металик,62e2b5693ba1e40b580564e2
Audi, A3,1998,2999, Бензин, Ръчни скорости,170000,125,Черен,62fb5f7fadf1dc529a092582
Fiat, Stilo,2006,4200, Дизел, Ръчни скорости,179690,120,Бял,62eb9234537f11e5cf042af5
Skoda, Fabia,2007,5301, Дизел, Ръчни скорости,172000,80,Сив металик,62b316c922fc16e7cf08cba2
Renault, Grand,2004,4000, Дизел, Автоматични скорости,185080,170,Сив,6255d8d81ea1bbf6a80cb4f2
BMW, 525,2009,14000, Дизел, Автоматични скорости,320000,197,Тъмно сив,62fb5eddf7f5995c0b0dac72
Mercedes-Benz, 124,1991,4500, Дизел, Ръчни скорости,484519,90,Сив,5f95e20bc845b765e2564a13
Ford, Mondeo,2007,6200, Дизел, Ръчни скорости,209159,125,Светло сив металик,622b5a817f53b876e5509783
Mercedes-Benz, 320,2001,7000, Дизел, Автоматични скорости,159076,194,Тъмно син,5da41c6d89db6c29a940d32d
Honda, Accord,2003,7400, Газ/Бензин, Ръчни скорости,296000,155,Сив,623cc1eedffe5c3ea62a4c53
Mercedes-Benz, 124,1992,5000, Дизел, Ръчни скорости,201858,92,Бежов металик,611cba728db8937cd01bd9c2
Audi, A3,2007,7400, Дизел, Ръчни скорости,121000,105,Перла,62af1411368a25bd0a0f3232
Renault, Scenic,2010,8500, Дизел, Ръчни скорости,269000,110,Сив,626ebd0b21560055ce0aac14
Opel, Astra,2006,5000, Бензин, Ръчни скорости,172960,90,Сив металик,62a9a23cbd2d694b9e062bb2
Mercedes-Benz, C,2012,16200, Дизел, Ръчни скорости,232000,170,Черен,626e769b09ce4ec20c0bb053
Mercedes-Benz, C,2002,5700, Дизел, Ръчни скорости,182668,143,Сребърен металик,621324114fafcc18d37681c3
Toyota, RAV,2006,10300, Дизел, Ръчни скорости,182000,177,Син,61b607f8bcc4a178104042f4
Mercedes-Benz, 124,1990,5250, Дизел, Ръчни скорости,294690,92,Бежов металик,61a4ae6595c2cf6cfb38c832
Toyota, RAV,2007,11400, Дизел, Ръчни скорости,197000,177,Сив,617914bb2276bc2b8962d1e7
Opel, Meriva,2011,8500, Бензин, Ръчни скорости,168450,100,Светло сив металик,611bde7540f4c95ae873b943
Peugeot, 308,2007,6400, Бензин, Ръчни скорости,158000,150,Сив,62b8236cd74f178d920317c2
Toyota, RAV,2007,12300, Дизел, Ръчни скорости,242000,177,Черен,62b82489d61ee83c340f8663
Audi, A3,2004,7500, Дизел, Ръчни скорости,206000,140,Черен,62f29e83dcd54d5ee60202e6
Peugeot, 2008,2013,15500, Бензин, Ръчни скорости,99302,82,Сив металик,6244453104d089627e2bdfe2
VW, Tiguan,2009,15700, Дизел, Автоматични скорости,213000,140,Сребърен металик,61f3808f57279311c4449723
BMW, 116,2014,17900, Бензин, Ръчни скорости,162000,136,Черен металик,62a48252f3b438ce740e1c24
Fiat, Panda,2008,4500, Бензин, Ръчни скорости,113330,60,Сребърен металик,62dfbff2cb00513b76042f34
Ssangyong, REXTON,2005,6400, Дизел, Автоматични скорости,167000,163,Черен металик,62d560e21bb161202d0bbcb2
Ford, Mondeo,2003,3000, Бензин, Ръчни скорости,200000,145,Кафяв,61609e3c3539007e5e01c945
BMW, 525,2011,15800, Дизел, Автоматични скорости,900000,204,Сив металик,62c1796194d912b8920f6d54
Mercedes-Benz, E,2007,13800, Дизел, Автоматични скорости,253000,190,Сив металик,62b6e2dbaf8211c96c0a22c2
Audi, A6,2003,5500, Дизел, Автоматични скорости,265642,180,Черен,62d6c83b9b4f54d0b70dd0d2
Mercedes-Benz, 190,1991,5000, Дизел, Ръчни скорости,230000,75,Кафяв,616091235e8a344e405827a2
Audi, A7,2015,41900, Дизел, Автоматични скорости,190283,272,Черен металик,62b85f684a418a3943072cb3
Opel, Zafira,2003,3700, Дизел, Ръчни скорости,335000,125,Сив металик,62ea9ba1669a8bdabc09a392
BMW, 318,1997,1800, Бензин, Ръчни скорости,199999,116,Сив,619273b5fa26c53c8151e9c3
Kia, Sorento,2007,11500, Дизел, Ръчни скорости,180000,170,Черен,62fa4818affb9a747307e9c3
Citroen, C4,2014,18990, Дизел, Ръчни скорости,176800,150,Сив металик,62fb5d99aec8f7ed410e1553
Skoda, Octavia,2010,14990, Дизел, Ръчни скорости,192000,104,Светло сив металик,62fb5d96d9369aec54028d52
Opel, Zafira,2001,3500, Бензин, Ръчни скорости,201000,101,Тъмно син,62fb5d3c8ff6d69baf0d2372
BMW, X3,2005,10300, Дизел, Автоматични скорости,230000,204,Светло сив,62ba246741b2318c660d8302
Hyundai, i20,2011,8775, Дизел, Ръчни скорости,165000,75,Сив металик,62fb5d39d696d192b30bceb2
Mercedes-Benz, C,2015,34900, Дизел, Автоматични скорости,216412,116,Тъмно сив металик,62e7b33f82067731a2056d15
Renault, Clio,2014,13599, Дизел, Ръчни скорости,147240,75,Светло сив металик,62b5be7c0101da7f14006ac4
Dacia, Lodgy,2013,13599, Дизел, Ръчни скорости,140700,107,Черен металик,622dad7f345ee3671a578ca3
Citroen, Berlingo,2010,7900, Дизел, Ръчни скорости,198000,90,Светло син металик,62fb5d11d0f6d9de8101d213
Mercedes-Benz, S,2019,220500, Бензин, Автоматични скорости,11560,612,Черен,6284acd060e6b7e8090e71a4
Dacia, Dokker,2014,12999, Дизел, Ръчни скорости,159328,75,Бял металик,62f52b3654a8efd53a0bdbb4
BMW, 730,2010,28666, Дизел, Автоматични скорости,193000,245,Черен,62d978eaa823b3ea4b01a9b3
Honda, CR-V,2007,17500, Бензин, Автоматични скорости,197000,150,Тъмно син,62fb5cd49a4d1f4e44074c42
Chevrolet, Lacetti,2005,5490, Бензин, Ръчни скорости,216000,109,Черен металик,62c58141ac9c99b6510b16e2
Peugeot, 3008,2015,19500, Дизел, Ръчни скорости,165000,120,Черен,62fb5c531a157e61a00eb0e5
Toyota, Yaris,2002,3000, Дизел, Ръчни скорости,290000,70,Светло сив,62fb5c06b2635550a50a8c07
Mitsubishi, Pajero,1989,8888, Газ/Бензин, Ръчни скорости,226000,141,Черен,600da5b3aa239941cb367852
Peugeot, 208,2013,10900, Дизел, Ръчни скорости,119470,75,Черен металик,61efe8943d193a78540c8912
Dacia, Duster,2014,14500, Дизел, Ръчни скорости,140000,110,Сив металик,62fb5bce619291008a088ad4
Mercedes-Benz, S,2021,245000, Дизел, Автоматични скорости,12000,286,Черен металик,621886fe36f0e150752a1a52
Mercedes-Benz, GLS,2020,205000, Дизел, Автоматични скорости,1,330,Черен металик,629883671b11ccfa0b0e30f2
Nissan, King,1990,15000, Газ/Бензин, Ръчни скорости,265000,140,Сив металик,6295190a3c04edec73082044
BMW, X6,2009,36999, Дизел, Автоматични скорости,236784,286,Черен металик,628e5809d234aa959b0b14f4
Audi, A6,2014,31999, Бензин, Автоматични скорости,153542,310,Черен металик,62da7cf79e9e239be0071df2
BMW, 320,2000,2200, Дизел, Ръчни скорости,230000,177,Син,62f57848b7a0c14837007822
BMW, X5,2008,25999, Дизел, Автоматични скорости,293731,286,Тъмно син металик,62862783eaf4cdc66207e1e4
Opel, Combo,2009,3950, Дизел, Ръчни скорости,206113,101,Червен,62e0db659a7783bbbc043cb3
Hummer, H2,2007,74999, Бензин, Автоматични скорости,127199,329,Тъмно сив,62fa69ce432a49cfa707b783
Seat, Leon,2012,12500, Бензин, Автоматични скорости,205000,210,Черен,62cf98e513e8cea84603ae92
Audi, A5,2011,22000, Дизел, Автоматични скорости,222356,240,Син металик,6243463401a9b8372f60b464
BMW, 116,2011,19999, Дизел, Ръчни скорости,295327,116,Сив металик,62c6b4e49c4c54ace60c4564
VW, Golf,2004,4750, Бензин, Ръчни скорости,213834,75,Тъмно сив,62e2985f2bffa1b6200a1122
Mercedes-Benz, CLS,2005,17999, Бензин, Автоматични скорости,224125,306,Черен металик,6270325d8acdfaabde0cc5e5
Toyota, Yaris,2014,15000, Бензин, Ръчни скорости,92000,99,Светло зелен металик,62fb5b5bc84771f4070bc262
Mercedes-Benz, CLS,2007,17999, Дизел, Автоматични скорости,238774,224,Черен металик,62e00dd7bc5d3bf132081286
Mercedes-Benz, ML,2009,15999, Дизел, Автоматични скорости,355292,306,Черен металик,62e00c9da23c14d0490edaf3
BMW, 530,2004,8999, Дизел, Автоматични скорости,230000,218,Сив,62eceebfb56f804f46012482
Citroen, C5,2009,15000, Дизел, Автоматични скорости,141622,204,Черен металик,62af7c6f4c294fc0e6067453
Honda, CR-V,2008,14999, Дизел, Ръчни скорости,221637,140,Сив металик,62e00b28bc5d3bf132081285
Mercedes-Benz, C,2010,12500, Дизел, Автоматични скорости,239894,136,Черен,624011d09c6aee0ad97ef0c2
Citroen, C4,2008,6999, Дизел, Ръчни скорости,257992,109,Тъмно сив металик,62e00993c2ff8aeb0e063693
VW, Passat,2003,5500, Дизел, Ръчни скорости,212144,131,Сив металик,6266e9227888ab0ef9095e04
Opel, Astra,2004,4700, Дизел, Ръчни скорости,190000,100,Сив металик,625576bfba48c3ee770c60a3
Kia, Ceed,2013,14800, Бензин, Ръчни скорости,127000,115,Бял металик,62922b317f5a18d47800e572
Mazda, CX,2015,35000, Газ/Бензин, Автоматични скорости,160000,270,Тъмно сив металик,62262c888f178d238a4db5f3
BMW, 530,2011,25990, Дизел, Автоматични скорости,185000,258,Тъмно син металик,62b582414a67720c5c0fbe03
BMW, 118,2006,7000, Дизел, Ръчни скорости,196500,122,Син,62eaf284e4e7b092ea059e92
Lexus, IS300,2016,42990,, Автоматични скорости,103000,2500,Тъмно сив металик,627116d0439c41245f0d1bb3
Mercedes-Benz, GLC,2016,69800, Дизел, Автоматични скорости,88000,170,Черен металик,627cda3d936d1e47b3010bf2
Opel, Vectra,1996,2299, Газ/Бензин, Автоматични скорости,359574,136,Зелен,62fb5af41966355315024935
Citroen, Grand,2014,19990, Дизел, Автоматични скорости,167000,150,Тъмно сив металик,62d596558b3ffb28110aba03
Mercedes-Benz, CLK,2005,5300, Дизел, Автоматични скорости,280000,200,Черен металик,62f9912e6f13a2450a085c23
Skoda, Octavia,2018,21500, Бензин, Ръчни скорости,122150,110,Сив,62fb5a96422a5de74b0234e5
Mazda, 323,2002,2300, Бензин, Ръчни скорости,181000,98,Червен,62fb5a8837bbf3f8120fe992
Audi, A6,2016,58800, Дизел, Автоматични скорости,249000,272,Кафяв металик,6284cdc6cbff4fa8970e31b3
Mercedes-Benz, ML,2000,5900, Дизел, Автоматични скорости,229000,163,Сив,62f6478d51747fd1b300e6d2
Peugeot, Partner,2004,4200, Дизел, Ръчни скорости,252000,70,Бял,627b8aa16304b22791076cb3
Fiat, Doblo,2003,3900, Дизел, Ръчни скорости,216000,101,Сив,62f64653eaf462d5de0e3242
Honda, Civic,2006,11700, Бензин, Автоматични скорости,153000,140,Син металик,62dad65facc450adc0057142
Toyota, Hilux,2012,39999, Дизел, Автоматични скорости,195000,172,Черен,62fb59f6d8df6a2e0402f422
Opel, Zafira,2001,2500, Дизел, Ръчни скорости,279000,101,Сив,62fb59f11966355315024934
Mercedes-Benz, CLK,2004,3000, Газ/Бензин, Автоматични скорости,254000,218,Светло син металик,62fb59978c6119fd6e05c942
Suzuki, Celerio,2016,11800, Бензин, Ръчни скорости,84000,82,Сив,62d6a4a42d840e25df00f6b2
Ford, Fiesta,2002,3750, Бензин, Ръчни скорости,248200,80,Черен металик,62fb58bfb36a594d0a0b7a02
Mercedes-Benz, C,2003,6999, Дизел, Автоматични скорости,241000,116,Сребърен металик,629796b38cde142a8b0867d3
VW, Touran,2008,10700, Дизел, Ръчни скорости,183555,105,Сив,623dc8f4be2d17657b0d9dd5
Skoda, Octavia,2017,38500, Дизел, Автоматични скорости,208201,184,Сив металик,629ef7590addd37684059713
BMW, 320,2003,4450, Дизел, Ръчни скорости,191000,150,Сив,62fb583fc11a1037aa035dc2
BMW, 525,2007,12500, Бензин, Автоматични скорости,275000,218,Тъмно сив,62fb58795cfd0ae9bd003453
Mercedes-Benz, E,2017,68000, Дизел, Автоматични скорости,110000,194,Черен,5f8c7dbd9ec4172f326d6152
Mercedes-Benz, G,1987,16000, Газ/Бензин, Автоматични скорости,146000,150,Зелен,621f364da045201a0a582ed2
Citroen, C4,2014,12800, Дизел, Ръчни скорости,135000,92,Тъмно сив,6230ae04d21a7113793d67f3
Mini, Clubman,2008,7900, Дизел, Ръчни скорости,185000,109,Кафяв,5fc0d099ce52c575230766a4
Ford, Fiesta,2012,8500, Дизел, Ръчни скорости,148000,71,Бордо,6275271caa4c1cdd85000bf2
Peugeot, 308,2009,5800, Газ/Бензин, Ръчни скорости,253000,120,Черен,62bca1386467d0403e0f18f2
